as_of,wti_spot,brent_spot,us_retail_gasoline,henry_hub_natgas,us_crude_production_mbd,padd_coverage,intl_coverage,steo_coverage
2026-09-03,91.48,96.02,4.071,2.9,,TRUE,FALSE,TRUE
