year,geo,geo_label,value
2020,loving,Loving Co. (Mentone),6265736
2020,martin,Martin Co. (Stanton),6638025
2020,mason,Mason Co. (Mason),113757
2020,mcculloch,McCulloch Co. (Brady),313065
2020,menard,Menard Co. (Menard),51146
2020,midland,Midland Co. (Midland),24817332
2020,pecos,Pecos Co. (Fort Stockton),2442375
2020,reagan,Reagan Co. (Big Lake),2840170
2020,reeves,Reeves Co. (Pecos),10591145
2020,schleicher,Schleicher Co. (Eldorado),129199
2020,sterling,Sterling Co. (Sterling City),216294
2020,sutton,Sutton Co. (Sonora),246900
2020,terrell,Terrell Co. (Sanderson),60951
2020,tom_green,Tom Green Co. (San Angelo),6262915
2020,TX,Texas,1782738226
2020,upton,Upton Co. (Rankin),4112109
2020,US,United States,20284500000
2020,ward,Ward Co. (Monahans),2987816
2020,winkler,Winkler Co. (Kermit),1600659
2021,andrews,Andrews Co. (Andrews),2960028
2021,borden,Borden Co. (Gail),416932
2021,coke,Coke Co. (Robert Lee),176595
2021,concho,Concho Co. (Paint Rock),128100
2021,crane,Crane Co. (Crane),570948
2021,crockett,Crockett Co. (Ozona),592829
2021,dawson,Dawson Co. (Lamesa),640033
2021,ector,Ector Co. (Odessa),10883278
2021,gaines,Gaines Co. (Seminole),1688798
2021,glasscock,Glasscock Co. (Garden City),2217658
2021,howard,Howard Co. (Big Spring),6311897
2021,irion,Irion Co. (Mertzon),755426
2021,kimble,Kimble Co. (Junction),150461
2021,loving,Loving Co. (Mentone),6048332
2021,martin,Martin Co. (Stanton),7168779
2021,mason,Mason Co. (Mason),112434
2021,mcculloch,McCulloch Co. (Brady),314245
2021,menard,Menard Co. (Menard),50216
2021,midland,Midland Co. (Midland),24908873
2021,pecos,Pecos Co. (Fort Stockton),2275232
2021,reagan,Reagan Co. (Big Lake),2719091
2021,reeves,Reeves Co. (Pecos),9709724
2021,schleicher,Schleicher Co. (Eldorado),121487
2021,sterling,Sterling Co. (Sterling City),215216
2021,sutton,Sutton Co. (Sonora),228619
2021,terrell,Terrell Co. (Sanderson),76618
2021,tom_green,Tom Green Co. (San Angelo),6458380
2021,TX,Texas,1905512407
2021,upton,Upton Co. (Rankin),4025050
2021,US,United States,21532407000
2021,ward,Ward Co. (Monahans),2962091
2021,winkler,Winkler Co. (Kermit),1438585
2022,andrews,Andrews Co. (Andrews),2780286
2022,borden,Borden Co. (Gail),476668
2022,coke,Coke Co. (Robert Lee),190726
2022,concho,Concho Co. (Paint Rock),211151
2022,crane,Crane Co. (Crane),626772
2022,crockett,Crockett Co. (Ozona),551656
2022,dawson,Dawson Co. (Lamesa),771993
2022,ector,Ector Co. (Odessa),11723302
2022,gaines,Gaines Co. (Seminole),1575314
2022,glasscock,Glasscock Co. (Garden City),2095538
2022,howard,Howard Co. (Big Spring),6187601
2022,irion,Irion Co. (Mertzon),693290
2022,kimble,Kimble Co. (Junction),149011
2022,loving,Loving Co. (Mentone),5472260
2022,martin,Martin Co. (Stanton),6752688
2022,mason,Mason Co. (Mason),114794
2022,mcculloch,McCulloch Co. (Brady),331455
2022,menard,Menard Co. (Menard),45795
2022,midland,Midland Co. (Midland),25013723
2022,pecos,Pecos Co. (Fort Stockton),1904800
2022,reagan,Reagan Co. (Big Lake),2278407
2022,reeves,Reeves Co. (Pecos),8203736
2022,schleicher,Schleicher Co. (Eldorado),125883
2022,sterling,Sterling Co. (Sterling City),204022
2022,sutton,Sutton Co. (Sonora),197944
2022,terrell,Terrell Co. (Sanderson),71768
2022,tom_green,Tom Green Co. (San Angelo),6628840
2022,TX,Texas,1975164033
2022,upton,Upton Co. (Rankin),3965468
2022,US,United States,22075931000
2022,ward,Ward Co. (Monahans),2574099
2022,winkler,Winkler Co. (Kermit),1229610
2023,andrews,Andrews Co. (Andrews),4453975
2023,borden,Borden Co. (Gail),892658
2023,coke,Coke Co. (Robert Lee),208359
2023,concho,Concho Co. (Paint Rock),231155
2023,crane,Crane Co. (Crane),1009027
2023,crockett,Crockett Co. (Ozona),689975
2023,dawson,Dawson Co. (Lamesa),1011813
2023,ector,Ector Co. (Odessa),13356754
2023,gaines,Gaines Co. (Seminole),2061849
2023,glasscock,Glasscock Co. (Garden City),4001450
2023,howard,Howard Co. (Big Spring),9771304
2023,irion,Irion Co. (Mertzon),994143
2023,kimble,Kimble Co. (Junction),161570
2023,loving,Loving Co. (Mentone),9254106
2023,martin,Martin Co. (Stanton),12576169
2023,mason,Mason Co. (Mason),130566
2023,mcculloch,McCulloch Co. (Brady),358714
2023,menard,Menard Co. (Menard),53770
2023,midland,Midland Co. (Midland),34397592
2023,pecos,Pecos Co. (Fort Stockton),2493864
2023,reagan,Reagan Co. (Big Lake),3582456
2023,reeves,Reeves Co. (Pecos),12519254
2023,schleicher,Schleicher Co. (Eldorado),134083
2023,sterling,Sterling Co. (Sterling City),231864
2023,sutton,Sutton Co. (Sonora),217132
2023,terrell,Terrell Co. (Sanderson),57089
2023,tom_green,Tom Green Co. (San Angelo),6716468
2023,TX,Texas,2137536692
2023,upton,Upton Co. (Rankin),6395007
2023,US,United States,22723719000
2023,ward,Ward Co. (Monahans),4163719
2023,winkler,Winkler Co. (Kermit),1755675
2024,andrews,Andrews Co. (Andrews),4737748
2024,borden,Borden Co. (Gail),1091478
2024,coke,Coke Co. (Robert Lee),246134
2024,concho,Concho Co. (Paint Rock),231602
2024,crane,Crane Co. (Crane),1037704
2024,crockett,Crockett Co. (Ozona),690649
2024,dawson,Dawson Co. (Lamesa),1347444
2024,ector,Ector Co. (Odessa),13751509
2024,gaines,Gaines Co. (Seminole),1965380
2024,glasscock,Glasscock Co. (Garden City),4581798
2024,howard,Howard Co. (Big Spring),9008488
2024,irion,Irion Co. (Mertzon),932243
2024,kimble,Kimble Co. (Junction),156361
2024,loving,Loving Co. (Mentone),10797298
2024,martin,Martin Co. (Stanton),15076951
2024,mason,Mason Co. (Mason),121163
2024,mcculloch,McCulloch Co. (Brady),329903
2024,menard,Menard Co. (Menard),48742
2024,midland,Midland Co. (Midland),36432786
2024,pecos,Pecos Co. (Fort Stockton),2373457
2024,reagan,Reagan Co. (Big Lake),4766949
2024,reeves,Reeves Co. (Pecos),13156893
2024,schleicher,Schleicher Co. (Eldorado),149311
2024,sterling,Sterling Co. (Sterling City),224200
2024,sutton,Sutton Co. (Sonora),187967
2024,terrell,Terrell Co. (Sanderson),46905
2024,tom_green,Tom Green Co. (San Angelo),6916630
2024,TX,Texas,2221943292
2024,upton,Upton Co. (Rankin),7084209
2024,US,United States,23358435000
2024,ward,Ward Co. (Monahans),4725137
2024,winkler,Winkler Co. (Kermit),1964694
