fips,county,date,unemployment_rate
48391,Refugio,2025-12-01,4.6
48393,Roberts,2025-12-01,4.5
48395,Robertson,2025-12-01,3.8
48397,Rockwall,2025-12-01,3.4
48399,Runnels,2025-12-01,2.9
48401,Rusk,2025-12-01,4
48403,Sabine,2025-12-01,6.4
48405,San Augustine,2025-12-01,5.5
48407,San Jacinto,2025-12-01,4.8
48409,San Patricio,2025-12-01,5.1
48411,San Saba,2025-12-01,3.2
48413,Schleicher,2025-12-01,4.2
48415,Scurry,2025-12-01,3.5
48417,Shackelford,2025-12-01,3.2
48419,Shelby,2025-12-01,4.8
48421,Sherman,2025-12-01,2.6
48423,Smith,2025-12-01,4.3
48425,Somervell,2025-12-01,4
48427,Starr,2025-12-01,9.3
48429,Stephens,2025-12-01,3.9
48431,Sterling,2025-12-01,3.2
48433,Stonewall,2025-12-01,2.1
48435,Sutton,2025-12-01,4.9
48437,Swisher,2025-12-01,3.5
48439,Tarrant,2025-12-01,3.6
48441,Taylor,2025-12-01,3.1
48443,Terrell,2025-12-01,3
48445,Terry,2025-12-01,4.1
48447,Throckmorton,2025-12-01,4.4
48449,Titus,2025-12-01,3.8
48451,Tom Green,2025-12-01,3
48453,Travis,2025-12-01,3.1
48455,Trinity,2025-12-01,4.9
48457,Tyler,2025-12-01,5.3
48459,Upshur,2025-12-01,4
48461,Upton,2025-12-01,1.6
48463,Uvalde,2025-12-01,4.3
48465,Val Verde,2025-12-01,4.9
48467,Van Zandt,2025-12-01,3.7
48469,Victoria,2025-12-01,3.9
48471,Walker,2025-12-01,3.9
48473,Waller,2025-12-01,5
48475,Ward,2025-12-01,3
48477,Washington,2025-12-01,3.4
48479,Webb,2025-12-01,4
48481,Wharton,2025-12-01,4.2
48483,Wheeler,2025-12-01,3
48485,Wichita,2025-12-01,3.5
48487,Wilbarger,2025-12-01,3.4
48489,Willacy,2025-12-01,6.3
48491,Williamson,2025-12-01,3.3
48493,Wilson,2025-12-01,3.6
48495,Winkler,2025-12-01,3.2
48497,Wise,2025-12-01,3.3
48499,Wood,2025-12-01,4.4
48501,Yoakum,2025-12-01,3.4
48503,Young,2025-12-01,3
48505,Zapata,2025-12-01,6.4
48507,Zavala,2025-12-01,6.6
48001,Anderson,2026-01-01,4.7
48003,Andrews,2026-01-01,3.5
48005,Angelina,2026-01-01,4.9
48007,Aransas,2026-01-01,5
48009,Archer,2026-01-01,3.6
48011,Armstrong,2026-01-01,2.9
48013,Atascosa,2026-01-01,4.9
48015,Austin,2026-01-01,4.3
48017,Bailey,2026-01-01,4.2
48019,Bandera,2026-01-01,4.3
48021,Bastrop,2026-01-01,3.8
48023,Baylor,2026-01-01,3
48025,Bee,2026-01-01,5
48027,Bell,2026-01-01,5
48029,Bexar,2026-01-01,4.4
48031,Blanco,2026-01-01,3.9
48033,Borden,2026-01-01,3.2
48035,Bosque,2026-01-01,4.4
48037,Bowie,2026-01-01,4.5
48039,Brazoria,2026-01-01,5.1
48041,Brazos,2026-01-01,3.7
48043,Brewster,2026-01-01,3.1
48045,Briscoe,2026-01-01,3.6
48047,Brooks,2026-01-01,4.3
48049,Brown,2026-01-01,4.1
48051,Burleson,2026-01-01,3.8
48053,Burnet,2026-01-01,4
48055,Caldwell,2026-01-01,3.9
48057,Calhoun,2026-01-01,4
48059,Callahan,2026-01-01,3.4
48061,Cameron,2026-01-01,7.2
48063,Camp,2026-01-01,5.1
48065,Carson,2026-01-01,3.1
48067,Cass,2026-01-01,5.4
48069,Castro,2026-01-01,2.9
48071,Chambers,2026-01-01,5.4
48073,Cherokee,2026-01-01,4.7
48075,Childress,2026-01-01,3
48077,Clay,2026-01-01,4.1
48079,Cochran,2026-01-01,3.5
48081,Coke,2026-01-01,3.3
48083,Coleman,2026-01-01,3.8
48085,Collin,2026-01-01,4.2
48087,Collingsworth,2026-01-01,3.4
48089,Colorado,2026-01-01,3.8
48091,Comal,2026-01-01,4
48093,Comanche,2026-01-01,3.4
48095,Concho,2026-01-01,3.7
48097,Cooke,2026-01-01,3.6
48099,Coryell,2026-01-01,5.1
48101,Cottle,2026-01-01,2.2
48103,Crane,2026-01-01,2.9
48105,Crockett,2026-01-01,3.2
48107,Crosby,2026-01-01,4.1
48109,Culberson,2026-01-01,3.7
48111,Dallam,2026-01-01,2.9
48113,Dallas,2026-01-01,4.3
48115,Dawson,2026-01-01,4.5
48117,Deaf Smith,2026-01-01,3.8
48119,Delta,2026-01-01,4.4
48121,Denton,2026-01-01,4
48123,DeWitt,2026-01-01,5.2
48125,Dickens,2026-01-01,3.6
48127,Dimmit,2026-01-01,7.7
48129,Donley,2026-01-01,4.3
48131,Duval,2026-01-01,5
48133,Eastland,2026-01-01,5.7
48135,Ector,2026-01-01,4.1
48137,Edwards,2026-01-01,3
48139,Ellis,2026-01-01,4.1
48141,El Paso,2026-01-01,4.6
48143,Erath,2026-01-01,3.7
48145,Falls,2026-01-01,4.4
48147,Fannin,2026-01-01,4.6
48149,Fayette,2026-01-01,4.1
48151,Fisher,2026-01-01,3.5
48153,Floyd,2026-01-01,4.1
48155,Foard,2026-01-01,3.5
48157,Fort Bend,2026-01-01,4.6
48159,Franklin,2026-01-01,3.8
48161,Freestone,2026-01-01,5.2
48163,Frio,2026-01-01,5.8
48165,Gaines,2026-01-01,3.3
48167,Galveston,2026-01-01,4.8
48169,Garza,2026-01-01,4.9
48171,Gillespie,2026-01-01,3.4
48173,Glasscock,2026-01-01,2.5
48175,Goliad,2026-01-01,5.1
48177,Gonzales,2026-01-01,3.9
48179,Gray,2026-01-01,4.3
48181,Grayson,2026-01-01,4.2
48183,Gregg,2026-01-01,5
48185,Grimes,2026-01-01,4.9
48187,Guadalupe,2026-01-01,4.2
48189,Hale,2026-01-01,4.5
48191,Hall,2026-01-01,4
48193,Hamilton,2026-01-01,4.8
48195,Hansford,2026-01-01,3.6
48197,Hardeman,2026-01-01,3.2
48199,Hardin,2026-01-01,4.8
48201,Harris,2026-01-01,4.9
48203,Harrison,2026-01-01,4.8
48205,Hartley,2026-01-01,3.2
48207,Haskell,2026-01-01,4.5
48209,Hays,2026-01-01,3.8
48211,Hemphill,2026-01-01,5.2
48213,Henderson,2026-01-01,4.8
48215,Hidalgo,2026-01-01,6.9
48217,Hill,2026-01-01,4.2
48219,Hockley,2026-01-01,4.1
48221,Hood,2026-01-01,4.6
48223,Hopkins,2026-01-01,3.6
48225,Houston,2026-01-01,4.9
48227,Howard,2026-01-01,4.1
48229,Hudspeth,2026-01-01,3.6
48231,Hunt,2026-01-01,4.6
48233,Hutchinson,2026-01-01,4.5
48235,Irion,2026-01-01,4.1
48237,Jack,2026-01-01,5.6
48239,Jackson,2026-01-01,4.4
48241,Jasper,2026-01-01,6.4
48243,Jeff Davis,2026-01-01,5.5
48245,Jefferson,2026-01-01,6.5
48247,Jim Hogg,2026-01-01,4.8
48249,Jim Wells,2026-01-01,5.5
48251,Johnson,2026-01-01,4
48253,Jones,2026-01-01,3.7
48255,Karnes,2026-01-01,4.4
48257,Kaufman,2026-01-01,4.5
48259,Kendall,2026-01-01,3.8
48261,Kenedy,2026-01-01,8
48263,Kent,2026-01-01,4.2
48265,Kerr,2026-01-01,3.7
48267,Kimble,2026-01-01,4.1
48269,King,2026-01-01,2.9
48271,Kinney,2026-01-01,4.5
48273,Kleberg,2026-01-01,4.9
48275,Knox,2026-01-01,3.4
48277,Lamar,2026-01-01,4.6
48279,Lamb,2026-01-01,3.6
48281,Lampasas,2026-01-01,4.4
48283,La Salle,2026-01-01,4.3
48285,Lavaca,2026-01-01,3.5
48287,Lee,2026-01-01,4
48289,Leon,2026-01-01,4
48291,Liberty,2026-01-01,6
48293,Limestone,2026-01-01,4.7
48295,Lipscomb,2026-01-01,3.4
48297,Live Oak,2026-01-01,5.4
48299,Llano,2026-01-01,4.4
48301,Loving,2026-01-01,0.3
48303,Lubbock,2026-01-01,3.7
48305,Lynn,2026-01-01,3.7
48307,McCulloch,2026-01-01,4.7
48309,McLennan,2026-01-01,4.2
48311,McMullen,2026-01-01,6.5
48313,Madison,2026-01-01,4.5
48315,Marion,2026-01-01,6.4
48317,Martin,2026-01-01,3.4
48319,Mason,2026-01-01,3.7
48321,Matagorda,2026-01-01,6.2
48323,Maverick,2026-01-01,9.8
48325,Medina,2026-01-01,4.5
48327,Menard,2026-01-01,3.7
48329,Midland,2026-01-01,3.3
48331,Milam,2026-01-01,4.5
48333,Mills,2026-01-01,3.7
48335,Mitchell,2026-01-01,3.2
48337,Montague,2026-01-01,4.4
48339,Montgomery,2026-01-01,4.4
48341,Moore,2026-01-01,3.4
48343,Morris,2026-01-01,5.9
48345,Motley,2026-01-01,4.9
48347,Nacogdoches,2026-01-01,4.8
48349,Navarro,2026-01-01,5
48351,Newton,2026-01-01,6.9
48353,Nolan,2026-01-01,4.1
48355,Nueces,2026-01-01,4.7
48357,Ochiltree,2026-01-01,3.4
48359,Oldham,2026-01-01,3.3
48361,Orange,2026-01-01,5.2
48363,Palo Pinto,2026-01-01,4.3
48365,Panola,2026-01-01,5.2
48367,Parker,2026-01-01,3.7
48369,Parmer,2026-01-01,3
48371,Pecos,2026-01-01,4.6
48373,Polk,2026-01-01,5.3
48375,Potter,2026-01-01,3.7
48377,Presidio,2026-01-01,6
48379,Rains,2026-01-01,4.3
48381,Randall,2026-01-01,3.1
48383,Reagan,2026-01-01,4.3
48385,Real,2026-01-01,5
48387,Red River,2026-01-01,5.1
48389,Reeves,2026-01-01,4
48391,Refugio,2026-01-01,5.6
48393,Roberts,2026-01-01,5.3
48395,Robertson,2026-01-01,4.3
48397,Rockwall,2026-01-01,3.9
48399,Runnels,2026-01-01,3.6
48401,Rusk,2026-01-01,4.5
48403,Sabine,2026-01-01,6.8
48405,San Augustine,2026-01-01,6
48407,San Jacinto,2026-01-01,5.5
48409,San Patricio,2026-01-01,5.6
48411,San Saba,2026-01-01,3.8
48413,Schleicher,2026-01-01,5
48415,Scurry,2026-01-01,4
48417,Shackelford,2026-01-01,3.8
48419,Shelby,2026-01-01,5.4
48421,Sherman,2026-01-01,3.1
48423,Smith,2026-01-01,4.2
48425,Somervell,2026-01-01,4.9
48427,Starr,2026-01-01,10.5
48429,Stephens,2026-01-01,4.5
48431,Sterling,2026-01-01,3.7
48433,Stonewall,2026-01-01,2.8
48435,Sutton,2026-01-01,6.6
48437,Swisher,2026-01-01,4.1
48439,Tarrant,2026-01-01,4.2
48441,Taylor,2026-01-01,3.6
48443,Terrell,2026-01-01,3.4
48445,Terry,2026-01-01,4.4
48447,Throckmorton,2026-01-01,5.1
48449,Titus,2026-01-01,4.4
48451,Tom Green,2026-01-01,3.5
48453,Travis,2026-01-01,3.6
48455,Trinity,2026-01-01,5.6
48457,Tyler,2026-01-01,6.1
48459,Upshur,2026-01-01,4.5
48461,Upton,2026-01-01,1.9
48463,Uvalde,2026-01-01,4.8
48465,Val Verde,2026-01-01,5.5
48467,Van Zandt,2026-01-01,4.4
48469,Victoria,2026-01-01,4.5
48471,Walker,2026-01-01,4.6
48473,Waller,2026-01-01,5.7
48475,Ward,2026-01-01,3.6
48477,Washington,2026-01-01,4.1
48479,Webb,2026-01-01,4.8
48481,Wharton,2026-01-01,4.7
48483,Wheeler,2026-01-01,3.8
48485,Wichita,2026-01-01,4.2
48487,Wilbarger,2026-01-01,4.1
48489,Willacy,2026-01-01,7.2
48491,Williamson,2026-01-01,3.8
48493,Wilson,2026-01-01,4.2
48495,Winkler,2026-01-01,3.6
48497,Wise,2026-01-01,4
48499,Wood,2026-01-01,5.2
48501,Yoakum,2026-01-01,4.1
48503,Young,2026-01-01,3.7
48505,Zapata,2026-01-01,8.1
48507,Zavala,2026-01-01,7.6
48001,Anderson,2026-02-01,4.6
48003,Andrews,2026-02-01,3.6
48005,Angelina,2026-02-01,4.7
48007,Aransas,2026-02-01,5
48009,Archer,2026-02-01,3.5
48011,Armstrong,2026-02-01,3.1
48013,Atascosa,2026-02-01,4.8
48015,Austin,2026-02-01,4.2
48017,Bailey,2026-02-01,4.3
48019,Bandera,2026-02-01,4.3
48021,Bastrop,2026-02-01,3.8
48023,Baylor,2026-02-01,2.9
48025,Bee,2026-02-01,5
48027,Bell,2026-02-01,5.1
48029,Bexar,2026-02-01,4.3
48031,Blanco,2026-02-01,3.8
48033,Borden,2026-02-01,3
48035,Bosque,2026-02-01,4.3
48037,Bowie,2026-02-01,4.4
48039,Brazoria,2026-02-01,4.9
48041,Brazos,2026-02-01,3.7
48043,Brewster,2026-02-01,3
48045,Briscoe,2026-02-01,3.3
48047,Brooks,2026-02-01,4.3
48049,Brown,2026-02-01,4.1
48051,Burleson,2026-02-01,3.6
48053,Burnet,2026-02-01,4
48055,Caldwell,2026-02-01,3.9
48057,Calhoun,2026-02-01,4
48059,Callahan,2026-02-01,3.4
48061,Cameron,2026-02-01,7
48063,Camp,2026-02-01,5
48065,Carson,2026-02-01,3.3
48067,Cass,2026-02-01,5.1
48069,Castro,2026-02-01,2.9
48071,Chambers,2026-02-01,5.1
48073,Cherokee,2026-02-01,4.6
48075,Childress,2026-02-01,2.8
48077,Clay,2026-02-01,4
48079,Cochran,2026-02-01,3.7
48081,Coke,2026-02-01,2.8
48083,Coleman,2026-02-01,3.9
48085,Collin,2026-02-01,4.1
48087,Collingsworth,2026-02-01,3.5
48089,Colorado,2026-02-01,3.8
48091,Comal,2026-02-01,4
48093,Comanche,2026-02-01,3.3
48095,Concho,2026-02-01,3.8
48097,Cooke,2026-02-01,3.5
48099,Coryell,2026-02-01,5
48101,Cottle,2026-02-01,2.4
48103,Crane,2026-02-01,3
48105,Crockett,2026-02-01,3.2
48107,Crosby,2026-02-01,4.1
48109,Culberson,2026-02-01,3.6
48111,Dallam,2026-02-01,2.9
48113,Dallas,2026-02-01,4.3
48115,Dawson,2026-02-01,4.4
48117,Deaf Smith,2026-02-01,3.8
48119,Delta,2026-02-01,4.5
48121,Denton,2026-02-01,3.9
48123,DeWitt,2026-02-01,5
48125,Dickens,2026-02-01,3.5
48127,Dimmit,2026-02-01,7.5
48129,Donley,2026-02-01,4.1
48131,Duval,2026-02-01,4.9
48133,Eastland,2026-02-01,5.6
48135,Ector,2026-02-01,4
48137,Edwards,2026-02-01,3
48139,Ellis,2026-02-01,4.1
48141,El Paso,2026-02-01,4.5
48143,Erath,2026-02-01,3.6
48145,Falls,2026-02-01,4.3
48147,Fannin,2026-02-01,4
48149,Fayette,2026-02-01,4
48151,Fisher,2026-02-01,3.6
48153,Floyd,2026-02-01,4.1
48155,Foard,2026-02-01,3.2
48157,Fort Bend,2026-02-01,4.6
48159,Franklin,2026-02-01,3.7
48161,Freestone,2026-02-01,5.3
48163,Frio,2026-02-01,5.6
48165,Gaines,2026-02-01,3.2
48167,Galveston,2026-02-01,4.6
48169,Garza,2026-02-01,5
48171,Gillespie,2026-02-01,3.3
48173,Glasscock,2026-02-01,2.5
48175,Goliad,2026-02-01,5.1
48177,Gonzales,2026-02-01,3.8
48179,Gray,2026-02-01,4.2
48181,Grayson,2026-02-01,4.2
48183,Gregg,2026-02-01,4.9
48185,Grimes,2026-02-01,4.8
48187,Guadalupe,2026-02-01,4.1
48189,Hale,2026-02-01,4.7
48191,Hall,2026-02-01,4.2
48193,Hamilton,2026-02-01,4.6
48195,Hansford,2026-02-01,3.8
48197,Hardeman,2026-02-01,3.2
48199,Hardin,2026-02-01,4.5
48201,Harris,2026-02-01,4.8
48203,Harrison,2026-02-01,4.8
48205,Hartley,2026-02-01,3.1
48207,Haskell,2026-02-01,3.9
48209,Hays,2026-02-01,3.8
48211,Hemphill,2026-02-01,5.5
48213,Henderson,2026-02-01,4.7
48215,Hidalgo,2026-02-01,6.4
48217,Hill,2026-02-01,4.2
48219,Hockley,2026-02-01,4.1
48221,Hood,2026-02-01,4.5
48223,Hopkins,2026-02-01,3.6
48225,Houston,2026-02-01,4.6
48227,Howard,2026-02-01,4
48229,Hudspeth,2026-02-01,3.6
48231,Hunt,2026-02-01,4.5
48233,Hutchinson,2026-02-01,4.5
48235,Irion,2026-02-01,3.8
48237,Jack,2026-02-01,5.6
48239,Jackson,2026-02-01,4.5
48241,Jasper,2026-02-01,6.1
48243,Jeff Davis,2026-02-01,5.4
48245,Jefferson,2026-02-01,6
48247,Jim Hogg,2026-02-01,4.8
48249,Jim Wells,2026-02-01,5.5
48251,Johnson,2026-02-01,3.9
48253,Jones,2026-02-01,3.6
48255,Karnes,2026-02-01,4.3
48257,Kaufman,2026-02-01,4.4
48259,Kendall,2026-02-01,3.8
48261,Kenedy,2026-02-01,7.4
48263,Kent,2026-02-01,4.2
48265,Kerr,2026-02-01,3.7
48267,Kimble,2026-02-01,4.1
48269,King,2026-02-01,2.8
48271,Kinney,2026-02-01,4.5
48273,Kleberg,2026-02-01,4.7
48275,Knox,2026-02-01,3.3
48277,Lamar,2026-02-01,4.6
48279,Lamb,2026-02-01,3.6
48281,Lampasas,2026-02-01,4.4
48283,La Salle,2026-02-01,4.5
48285,Lavaca,2026-02-01,3.5
48287,Lee,2026-02-01,4
48289,Leon,2026-02-01,3.8
48291,Liberty,2026-02-01,5.7
48293,Limestone,2026-02-01,4.5
48295,Lipscomb,2026-02-01,3.2
48297,Live Oak,2026-02-01,5.4
48299,Llano,2026-02-01,4.3
48301,Loving,2026-02-01,0.3
48303,Lubbock,2026-02-01,3.7
48305,Lynn,2026-02-01,3.6
48307,McCulloch,2026-02-01,5.9
48309,McLennan,2026-02-01,4.1
48311,McMullen,2026-02-01,5.7
48313,Madison,2026-02-01,4.3
48315,Marion,2026-02-01,6.2
48317,Martin,2026-02-01,3.3
48319,Mason,2026-02-01,3.9
48321,Matagorda,2026-02-01,5.6
48323,Maverick,2026-02-01,9.7
48325,Medina,2026-02-01,4.4
48327,Menard,2026-02-01,3.9
48329,Midland,2026-02-01,3.3
48331,Milam,2026-02-01,4.4
48333,Mills,2026-02-01,3.5
48335,Mitchell,2026-02-01,3.4
48337,Montague,2026-02-01,4.3
48339,Montgomery,2026-02-01,4.4
48341,Moore,2026-02-01,3.3
48343,Morris,2026-02-01,5.6
48345,Motley,2026-02-01,4.5
48347,Nacogdoches,2026-02-01,4.8
48349,Navarro,2026-02-01,5.2
48351,Newton,2026-02-01,6.3
48353,Nolan,2026-02-01,4.2
48355,Nueces,2026-02-01,4.5
48357,Ochiltree,2026-02-01,3.4
48359,Oldham,2026-02-01,3.2
48361,Orange,2026-02-01,4.9
48363,Palo Pinto,2026-02-01,4.1
48365,Panola,2026-02-01,5.1
48367,Parker,2026-02-01,3.6
48369,Parmer,2026-02-01,3
48371,Pecos,2026-02-01,4.5
48373,Polk,2026-02-01,5.1
48375,Potter,2026-02-01,4.5
48377,Presidio,2026-02-01,5.6
48379,Rains,2026-02-01,4.2
48381,Randall,2026-02-01,3.3
48383,Reagan,2026-02-01,4.4
48385,Real,2026-02-01,5.3
48387,Red River,2026-02-01,4.9
48389,Reeves,2026-02-01,3.9
48391,Refugio,2026-02-01,5.2
48393,Roberts,2026-02-01,4.9
48395,Robertson,2026-02-01,4.1
48397,Rockwall,2026-02-01,3.9
48399,Runnels,2026-02-01,3.5
48401,Rusk,2026-02-01,4.6
48403,Sabine,2026-02-01,6.4
48405,San Augustine,2026-02-01,5.3
48407,San Jacinto,2026-02-01,5.3
48409,San Patricio,2026-02-01,5.3
48411,San Saba,2026-02-01,3.9
48413,Schleicher,2026-02-01,4.7
48415,Scurry,2026-02-01,3.9
48417,Shackelford,2026-02-01,4
48419,Shelby,2026-02-01,5.1
48421,Sherman,2026-02-01,2.9
48423,Smith,2026-02-01,4.1
48425,Somervell,2026-02-01,4.4
48427,Starr,2026-02-01,10.1
48429,Stephens,2026-02-01,4.5
48431,Sterling,2026-02-01,3.5
48433,Stonewall,2026-02-01,2.3
48435,Sutton,2026-02-01,6.3
48437,Swisher,2026-02-01,4.3
48439,Tarrant,2026-02-01,4.2
48441,Taylor,2026-02-01,3.6
48443,Terrell,2026-02-01,3.6
48445,Terry,2026-02-01,4.3
48447,Throckmorton,2026-02-01,4.9
48449,Titus,2026-02-01,4.3
48451,Tom Green,2026-02-01,3.5
48453,Travis,2026-02-01,3.6
48455,Trinity,2026-02-01,5.5
48457,Tyler,2026-02-01,5.8
48459,Upshur,2026-02-01,4.5
48461,Upton,2026-02-01,1.7
48463,Uvalde,2026-02-01,4.7
48465,Val Verde,2026-02-01,5.4
48467,Van Zandt,2026-02-01,4.3
48469,Victoria,2026-02-01,4.4
48471,Walker,2026-02-01,4.6
48473,Waller,2026-02-01,5.6
48475,Ward,2026-02-01,3.7
48477,Washington,2026-02-01,4.1
48479,Webb,2026-02-01,4.8
48481,Wharton,2026-02-01,4.6
48483,Wheeler,2026-02-01,3.7
48485,Wichita,2026-02-01,4.2
48487,Wilbarger,2026-02-01,3.9
48489,Willacy,2026-02-01,6.9
48491,Williamson,2026-02-01,3.8
48493,Wilson,2026-02-01,4.1
48495,Winkler,2026-02-01,3.5
48497,Wise,2026-02-01,3.9
48499,Wood,2026-02-01,5.1
48501,Yoakum,2026-02-01,4.4
48503,Young,2026-02-01,3.5
48505,Zapata,2026-02-01,7.5
48507,Zavala,2026-02-01,7.1
48001,Anderson,2026-03-01,4.2
48003,Andrews,2026-03-01,3.1
48005,Angelina,2026-03-01,4.4
48007,Aransas,2026-03-01,4.6
48009,Archer,2026-03-01,3.4
48011,Armstrong,2026-03-01,2.9
48013,Atascosa,2026-03-01,4.4
48015,Austin,2026-03-01,3.8
48017,Bailey,2026-03-01,3.9
48019,Bandera,2026-03-01,4.1
48021,Bastrop,2026-03-01,3.4
48023,Baylor,2026-03-01,2.7
48025,Bee,2026-03-01,4.4
48027,Bell,2026-03-01,4.6
48029,Bexar,2026-03-01,4
48031,Blanco,2026-03-01,3.6
48033,Borden,2026-03-01,3.9
48035,Bosque,2026-03-01,3.9
48037,Bowie,2026-03-01,4
48039,Brazoria,2026-03-01,4.6
48041,Brazos,2026-03-01,3.2
48043,Brewster,2026-03-01,2.6
48045,Briscoe,2026-03-01,3.3
48047,Brooks,2026-03-01,4.1
48049,Brown,2026-03-01,3.7
48051,Burleson,2026-03-01,3.3
48053,Burnet,2026-03-01,3.7
48055,Caldwell,2026-03-01,3.5
48057,Calhoun,2026-03-01,3.6
48059,Callahan,2026-03-01,3.1
48061,Cameron,2026-03-01,6.4
48063,Camp,2026-03-01,4.2
48065,Carson,2026-03-01,3
48067,Cass,2026-03-01,4.7
48069,Castro,2026-03-01,2.7
48071,Chambers,2026-03-01,4.8
48073,Cherokee,2026-03-01,4.2
48075,Childress,2026-03-01,2.7
48077,Clay,2026-03-01,3.7
48079,Cochran,2026-03-01,3.5
48081,Coke,2026-03-01,2.7
48083,Coleman,2026-03-01,3.7
48085,Collin,2026-03-01,3.8
48087,Collingsworth,2026-03-01,3.3
48089,Colorado,2026-03-01,3.6
48091,Comal,2026-03-01,3.8
48093,Comanche,2026-03-01,3.2
48095,Concho,2026-03-01,3.6
48097,Cooke,2026-03-01,3.3
48099,Coryell,2026-03-01,4.7
48101,Cottle,2026-03-01,2.4
48103,Crane,2026-03-01,2.7
48105,Crockett,2026-03-01,2.9
48107,Crosby,2026-03-01,3.6
48109,Culberson,2026-03-01,3.4
48111,Dallam,2026-03-01,2.6
48113,Dallas,2026-03-01,4
48115,Dawson,2026-03-01,4.2
48117,Deaf Smith,2026-03-01,3.6
48119,Delta,2026-03-01,4.3
48121,Denton,2026-03-01,3.7
48123,DeWitt,2026-03-01,4.6
48125,Dickens,2026-03-01,3.5
48127,Dimmit,2026-03-01,6.8
48129,Donley,2026-03-01,3.8
48131,Duval,2026-03-01,5
48133,Eastland,2026-03-01,5.1
48135,Ector,2026-03-01,3.7
48137,Edwards,2026-03-01,3.2
48139,Ellis,2026-03-01,3.8
48141,El Paso,2026-03-01,4.2
48143,Erath,2026-03-01,3.1
48145,Falls,2026-03-01,3.9
48147,Fannin,2026-03-01,3.7
48149,Fayette,2026-03-01,3.7
48151,Fisher,2026-03-01,3.4
48153,Floyd,2026-03-01,4.7
48155,Foard,2026-03-01,3.1
48157,Fort Bend,2026-03-01,4.3
48159,Franklin,2026-03-01,3.4
48161,Freestone,2026-03-01,4.6
48163,Frio,2026-03-01,5.2
48165,Gaines,2026-03-01,2.9
48167,Galveston,2026-03-01,4.3
48169,Garza,2026-03-01,4.9
48171,Gillespie,2026-03-01,3.1
48173,Glasscock,2026-03-01,2.5
48175,Goliad,2026-03-01,5.1
48177,Gonzales,2026-03-01,3.5
48179,Gray,2026-03-01,3.8
48181,Grayson,2026-03-01,3.9
48183,Gregg,2026-03-01,4.4
48185,Grimes,2026-03-01,4.6
48187,Guadalupe,2026-03-01,3.8
48189,Hale,2026-03-01,4.1
48191,Hall,2026-03-01,4.1
48193,Hamilton,2026-03-01,4.2
48195,Hansford,2026-03-01,3.6
48197,Hardeman,2026-03-01,3.2
48199,Hardin,2026-03-01,4.2
48201,Harris,2026-03-01,4.4
48203,Harrison,2026-03-01,4.3
48205,Hartley,2026-03-01,2.9
48207,Haskell,2026-03-01,3.9
48209,Hays,2026-03-01,3.4
48211,Hemphill,2026-03-01,5.1
48213,Henderson,2026-03-01,4.4
48215,Hidalgo,2026-03-01,5.9
48217,Hill,2026-03-01,3.8
48219,Hockley,2026-03-01,3.7
48221,Hood,2026-03-01,4.2
48223,Hopkins,2026-03-01,3.2
48225,Houston,2026-03-01,4.5
48227,Howard,2026-03-01,3.8
48229,Hudspeth,2026-03-01,3.5
48231,Hunt,2026-03-01,4.1
48233,Hutchinson,2026-03-01,4
48235,Irion,2026-03-01,3.5
48237,Jack,2026-03-01,4.9
48239,Jackson,2026-03-01,4
48241,Jasper,2026-03-01,5.8
48243,Jeff Davis,2026-03-01,4.7
48245,Jefferson,2026-03-01,5.7
48247,Jim Hogg,2026-03-01,4.3
48249,Jim Wells,2026-03-01,5.3
48251,Johnson,2026-03-01,3.6
48253,Jones,2026-03-01,3.3
48255,Karnes,2026-03-01,4
48257,Kaufman,2026-03-01,4.1
48259,Kendall,2026-03-01,3.4
48261,Kenedy,2026-03-01,7.5
48263,Kent,2026-03-01,3.9
48265,Kerr,2026-03-01,3.4
48267,Kimble,2026-03-01,3.8
48269,King,2026-03-01,3
48271,Kinney,2026-03-01,4.4
48273,Kleberg,2026-03-01,4.1
48275,Knox,2026-03-01,3.2
48277,Lamar,2026-03-01,4.3
48279,Lamb,2026-03-01,3.3
48281,Lampasas,2026-03-01,4
48283,La Salle,2026-03-01,4.3
48285,Lavaca,2026-03-01,3.3
48287,Lee,2026-03-01,3.9
48289,Leon,2026-03-01,3.6
48291,Liberty,2026-03-01,5.3
48293,Limestone,2026-03-01,4.1
48295,Lipscomb,2026-03-01,2.8
48297,Live Oak,2026-03-01,5.2
48299,Llano,2026-03-01,3.9
48301,Loving,2026-03-01,0.4
48303,Lubbock,2026-03-01,3.3
48305,Lynn,2026-03-01,3.5
48307,McCulloch,2026-03-01,5.7
48309,McLennan,2026-03-01,3.8
48311,McMullen,2026-03-01,5.2
48313,Madison,2026-03-01,4.2
48315,Marion,2026-03-01,5.5
48317,Martin,2026-03-01,2.8
48319,Mason,2026-03-01,3.5
48321,Matagorda,2026-03-01,5.2
48323,Maverick,2026-03-01,9.4
48325,Medina,2026-03-01,4
48327,Menard,2026-03-01,4
48329,Midland,2026-03-01,3
48331,Milam,2026-03-01,4.1
48333,Mills,2026-03-01,3.3
48335,Mitchell,2026-03-01,3.2
48337,Montague,2026-03-01,4
48339,Montgomery,2026-03-01,4
48341,Moore,2026-03-01,3
48343,Morris,2026-03-01,5.4
48345,Motley,2026-03-01,4.5
48347,Nacogdoches,2026-03-01,4.3
48349,Navarro,2026-03-01,4.6
48351,Newton,2026-03-01,6
48353,Nolan,2026-03-01,3.8
