fips,county,date,unemployment_rate
48355,Nueces,2026-03-01,4.2
48357,Ochiltree,2026-03-01,2.9
48359,Oldham,2026-03-01,3.4
48361,Orange,2026-03-01,4.7
48363,Palo Pinto,2026-03-01,3.8
48365,Panola,2026-03-01,4.6
48367,Parker,2026-03-01,3.3
48369,Parmer,2026-03-01,2.7
48371,Pecos,2026-03-01,3.9
48373,Polk,2026-03-01,4.6
48375,Potter,2026-03-01,4.1
48377,Presidio,2026-03-01,5.9
48379,Rains,2026-03-01,3.9
48381,Randall,2026-03-01,2.9
48383,Reagan,2026-03-01,4.3
48385,Real,2026-03-01,4.6
48387,Red River,2026-03-01,4.7
48389,Reeves,2026-03-01,3.6
48391,Refugio,2026-03-01,5.1
48393,Roberts,2026-03-01,4.5
48395,Robertson,2026-03-01,3.9
48397,Rockwall,2026-03-01,3.5
48399,Runnels,2026-03-01,3.1
48401,Rusk,2026-03-01,4.1
48403,Sabine,2026-03-01,6.5
48405,San Augustine,2026-03-01,4.9
48407,San Jacinto,2026-03-01,5
48409,San Patricio,2026-03-01,4.9
48411,San Saba,2026-03-01,3.8
48413,Schleicher,2026-03-01,4.2
48415,Scurry,2026-03-01,3.5
48417,Shackelford,2026-03-01,3.7
48419,Shelby,2026-03-01,4.9
48421,Sherman,2026-03-01,3
48423,Smith,2026-03-01,3.7
48425,Somervell,2026-03-01,4.2
48427,Starr,2026-03-01,9.6
48429,Stephens,2026-03-01,4.1
48431,Sterling,2026-03-01,3.7
48433,Stonewall,2026-03-01,2.3
48435,Sutton,2026-03-01,5.7
48437,Swisher,2026-03-01,4
48439,Tarrant,2026-03-01,3.9
48441,Taylor,2026-03-01,3.2
48443,Terrell,2026-03-01,3.5
48445,Terry,2026-03-01,4.1
48447,Throckmorton,2026-03-01,4.4
48449,Titus,2026-03-01,3.8
48451,Tom Green,2026-03-01,3.2
48453,Travis,2026-03-01,3.4
48455,Trinity,2026-03-01,5.1
48457,Tyler,2026-03-01,5.4
48459,Upshur,2026-03-01,4.2
48461,Upton,2026-03-01,1.6
48463,Uvalde,2026-03-01,4.3
48465,Val Verde,2026-03-01,6.6
48467,Van Zandt,2026-03-01,4
48469,Victoria,2026-03-01,4
48471,Walker,2026-03-01,4.1
48473,Waller,2026-03-01,5.1
48475,Ward,2026-03-01,3.5
48477,Washington,2026-03-01,3.5
48479,Webb,2026-03-01,4.3
48481,Wharton,2026-03-01,4.3
48483,Wheeler,2026-03-01,3.7
48485,Wichita,2026-03-01,4
48487,Wilbarger,2026-03-01,3.8
48489,Willacy,2026-03-01,6.9
48491,Williamson,2026-03-01,3.5
48493,Wilson,2026-03-01,3.8
48495,Winkler,2026-03-01,3.2
48497,Wise,2026-03-01,3.5
48499,Wood,2026-03-01,4.6
48501,Yoakum,2026-03-01,3.9
48503,Young,2026-03-01,3.2
48505,Zapata,2026-03-01,6.8
48507,Zavala,2026-03-01,6.8
48001,Anderson,2026-04-01,4
48003,Andrews,2026-04-01,3.1
48005,Angelina,2026-04-01,4.2
48007,Aransas,2026-04-01,4.4
48009,Archer,2026-04-01,3.2
48011,Armstrong,2026-04-01,2.7
48013,Atascosa,2026-04-01,4.2
48015,Austin,2026-04-01,3.6
48017,Bailey,2026-04-01,3.4
48019,Bandera,2026-04-01,3.9
48021,Bastrop,2026-04-01,3.4
48023,Baylor,2026-04-01,2.6
48025,Bee,2026-04-01,4.4
48027,Bell,2026-04-01,4.4
48029,Bexar,2026-04-01,3.9
48031,Blanco,2026-04-01,3.5
48033,Borden,2026-04-01,4.1
48035,Bosque,2026-04-01,3.7
48037,Bowie,2026-04-01,3.9
48039,Brazoria,2026-04-01,4.5
48041,Brazos,2026-04-01,3.1
48043,Brewster,2026-04-01,2.5
48045,Briscoe,2026-04-01,3.1
48047,Brooks,2026-04-01,3.7
48049,Brown,2026-04-01,3.4
48051,Burleson,2026-04-01,3.1
48053,Burnet,2026-04-01,3.5
48055,Caldwell,2026-04-01,3.5
48057,Calhoun,2026-04-01,3.7
48059,Callahan,2026-04-01,2.9
48061,Cameron,2026-04-01,6.2
48063,Camp,2026-04-01,4.2
48065,Carson,2026-04-01,2.9
48067,Cass,2026-04-01,4.6
48069,Castro,2026-04-01,2.5
48071,Chambers,2026-04-01,4.7
48073,Cherokee,2026-04-01,4
48075,Childress,2026-04-01,2.3
48077,Clay,2026-04-01,3.6
48079,Cochran,2026-04-01,3.3
48081,Coke,2026-04-01,2.6
48083,Coleman,2026-04-01,3.3
48085,Collin,2026-04-01,3.8
48087,Collingsworth,2026-04-01,3
48089,Colorado,2026-04-01,3.4
48091,Comal,2026-04-01,3.6
48093,Comanche,2026-04-01,3.1
48095,Concho,2026-04-01,3.9
48097,Cooke,2026-04-01,3.1
48099,Coryell,2026-04-01,4.5
48101,Cottle,2026-04-01,1.8
48103,Crane,2026-04-01,2.9
48105,Crockett,2026-04-01,2.7
48107,Crosby,2026-04-01,3.4
48109,Culberson,2026-04-01,3.1
48111,Dallam,2026-04-01,2.3
48113,Dallas,2026-04-01,3.9
48115,Dawson,2026-04-01,4
48117,Deaf Smith,2026-04-01,3.3
48119,Delta,2026-04-01,4
48121,Denton,2026-04-01,3.6
48123,DeWitt,2026-04-01,4.3
48125,Dickens,2026-04-01,3.1
48127,Dimmit,2026-04-01,6.2
48129,Donley,2026-04-01,3.5
48131,Duval,2026-04-01,4.4
48133,Eastland,2026-04-01,5
48135,Ector,2026-04-01,3.6
48137,Edwards,2026-04-01,2.5
48139,Ellis,2026-04-01,3.7
48141,El Paso,2026-04-01,4
48143,Erath,2026-04-01,3
48145,Falls,2026-04-01,3.7
48147,Fannin,2026-04-01,3.6
48149,Fayette,2026-04-01,3.5
48151,Fisher,2026-04-01,3.1
48153,Floyd,2026-04-01,3.7
48155,Foard,2026-04-01,3
48157,Fort Bend,2026-04-01,4.2
48159,Franklin,2026-04-01,3.3
48161,Freestone,2026-04-01,4.4
48163,Frio,2026-04-01,4.7
48165,Gaines,2026-04-01,2.7
48167,Galveston,2026-04-01,4.2
48169,Garza,2026-04-01,4.8
48171,Gillespie,2026-04-01,2.9
48173,Glasscock,2026-04-01,2
48175,Goliad,2026-04-01,4.6
48177,Gonzales,2026-04-01,3.3
48179,Gray,2026-04-01,3.6
48181,Grayson,2026-04-01,3.8
48183,Gregg,2026-04-01,4.3
48185,Grimes,2026-04-01,4.1
48187,Guadalupe,2026-04-01,3.7
48189,Hale,2026-04-01,3.9
48191,Hall,2026-04-01,3.5
48193,Hamilton,2026-04-01,4
48195,Hansford,2026-04-01,3.3
48197,Hardeman,2026-04-01,2.8
48199,Hardin,2026-04-01,4.1
48201,Harris,2026-04-01,4.3
48203,Harrison,2026-04-01,4.3
48205,Hartley,2026-04-01,2.6
48207,Haskell,2026-04-01,3.5
48209,Hays,2026-04-01,3.3
48211,Hemphill,2026-04-01,4
48213,Henderson,2026-04-01,4.2
48215,Hidalgo,2026-04-01,5.7
48217,Hill,2026-04-01,4
48219,Hockley,2026-04-01,3.5
48221,Hood,2026-04-01,4
48223,Hopkins,2026-04-01,3.2
48225,Houston,2026-04-01,4.1
48227,Howard,2026-04-01,3.8
48229,Hudspeth,2026-04-01,3.6
48231,Hunt,2026-04-01,4
48233,Hutchinson,2026-04-01,3.6
48235,Irion,2026-04-01,3.6
48237,Jack,2026-04-01,4.9
48239,Jackson,2026-04-01,3.8
48241,Jasper,2026-04-01,5.5
48243,Jeff Davis,2026-04-01,4.5
48245,Jefferson,2026-04-01,5.6
48247,Jim Hogg,2026-04-01,3.9
48249,Jim Wells,2026-04-01,5
48251,Johnson,2026-04-01,3.4
48253,Jones,2026-04-01,3.1
48255,Karnes,2026-04-01,3.7
48257,Kaufman,2026-04-01,4.1
48259,Kendall,2026-04-01,3.3
48261,Kenedy,2026-04-01,5.6
48263,Kent,2026-04-01,3.3
48265,Kerr,2026-04-01,3.2
48267,Kimble,2026-04-01,3.5
48269,King,2026-04-01,2.1
48271,Kinney,2026-04-01,4.2
48273,Kleberg,2026-04-01,4
48275,Knox,2026-04-01,2.9
48277,Lamar,2026-04-01,4.2
48279,Lamb,2026-04-01,3.1
48281,Lampasas,2026-04-01,3.9
48283,La Salle,2026-04-01,4.3
48285,Lavaca,2026-04-01,3.2
48287,Lee,2026-04-01,3.5
48289,Leon,2026-04-01,3.4
48291,Liberty,2026-04-01,5.2
48293,Limestone,2026-04-01,3.9
48295,Lipscomb,2026-04-01,3
48297,Live Oak,2026-04-01,5
48299,Llano,2026-04-01,3.8
48301,Loving,2026-04-01,0.3
48303,Lubbock,2026-04-01,3.2
48305,Lynn,2026-04-01,3.1
48307,McCulloch,2026-04-01,4.5
48309,McLennan,2026-04-01,3.6
48311,McMullen,2026-04-01,4.9
48313,Madison,2026-04-01,4
48315,Marion,2026-04-01,5.4
48317,Martin,2026-04-01,2.6
48319,Mason,2026-04-01,3.3
48321,Matagorda,2026-04-01,5
48323,Maverick,2026-04-01,8.5
48325,Medina,2026-04-01,3.9
48327,Menard,2026-04-01,3.9
48329,Midland,2026-04-01,2.9
48331,Milam,2026-04-01,4
48333,Mills,2026-04-01,3
48335,Mitchell,2026-04-01,3
48337,Montague,2026-04-01,3.7
48339,Montgomery,2026-04-01,4
48341,Moore,2026-04-01,2.8
48343,Morris,2026-04-01,5.5
48345,Motley,2026-04-01,4.2
48347,Nacogdoches,2026-04-01,4.2
48349,Navarro,2026-04-01,4.6
48351,Newton,2026-04-01,5.6
48353,Nolan,2026-04-01,3.8
48355,Nueces,2026-04-01,4
48357,Ochiltree,2026-04-01,2.8
48359,Oldham,2026-04-01,3
48361,Orange,2026-04-01,4.6
48363,Palo Pinto,2026-04-01,3.7
48365,Panola,2026-04-01,4.3
48367,Parker,2026-04-01,3.2
48369,Parmer,2026-04-01,2.6
48371,Pecos,2026-04-01,4
48373,Polk,2026-04-01,4.6
48375,Potter,2026-04-01,3.9
48377,Presidio,2026-04-01,6.1
48379,Rains,2026-04-01,3.8
48381,Randall,2026-04-01,2.8
48383,Reagan,2026-04-01,3.9
48385,Real,2026-04-01,4.5
48387,Red River,2026-04-01,4.7
48389,Reeves,2026-04-01,3.3
48391,Refugio,2026-04-01,4.8
48393,Roberts,2026-04-01,3.8
48395,Robertson,2026-04-01,3.9
48397,Rockwall,2026-04-01,3.5
48399,Runnels,2026-04-01,2.9
48401,Rusk,2026-04-01,4.1
48403,Sabine,2026-04-01,6.1
48405,San Augustine,2026-04-01,4.9
48407,San Jacinto,2026-04-01,4.7
48409,San Patricio,2026-04-01,4.6
48411,San Saba,2026-04-01,3.5
48413,Schleicher,2026-04-01,4.1
48415,Scurry,2026-04-01,3.5
48417,Shackelford,2026-04-01,3.3
48419,Shelby,2026-04-01,4.8
48421,Sherman,2026-04-01,2.7
48423,Smith,2026-04-01,3.6
48425,Somervell,2026-04-01,3.9
48427,Starr,2026-04-01,8.9
48429,Stephens,2026-04-01,3.8
48431,Sterling,2026-04-01,3.6
48433,Stonewall,2026-04-01,2.2
48435,Sutton,2026-04-01,5.5
48437,Swisher,2026-04-01,3.8
48439,Tarrant,2026-04-01,3.8
48441,Taylor,2026-04-01,3.1
48443,Terrell,2026-04-01,3.8
48445,Terry,2026-04-01,3.9
48447,Throckmorton,2026-04-01,4.1
48449,Titus,2026-04-01,3.8
48451,Tom Green,2026-04-01,3.1
48453,Travis,2026-04-01,3.3
48455,Trinity,2026-04-01,5.2
48457,Tyler,2026-04-01,5.3
48459,Upshur,2026-04-01,4.1
48461,Upton,2026-04-01,1.7
48463,Uvalde,2026-04-01,4.1
48465,Val Verde,2026-04-01,6
48467,Van Zandt,2026-04-01,3.8
48469,Victoria,2026-04-01,3.9
48471,Walker,2026-04-01,3.8
48473,Waller,2026-04-01,5
48475,Ward,2026-04-01,3.2
48477,Washington,2026-04-01,3.3
48479,Webb,2026-04-01,4.2
48481,Wharton,2026-04-01,4.2
48483,Wheeler,2026-04-01,3.8
48485,Wichita,2026-04-01,3.6
48487,Wilbarger,2026-04-01,3.5
48489,Willacy,2026-04-01,6.7
48491,Williamson,2026-04-01,3.5
48493,Wilson,2026-04-01,3.6
48495,Winkler,2026-04-01,3.1
48497,Wise,2026-04-01,3.4
48499,Wood,2026-04-01,4.5
48501,Yoakum,2026-04-01,3.5
48503,Young,2026-04-01,3
48505,Zapata,2026-04-01,6.8
48507,Zavala,2026-04-01,6.3
48001,Anderson,2026-05-01,4.3
48003,Andrews,2026-05-01,3.4
48005,Angelina,2026-05-01,4.6
48007,Aransas,2026-05-01,4.5
48009,Archer,2026-05-01,3.6
48011,Armstrong,2026-05-01,3.4
48013,Atascosa,2026-05-01,4.5
48015,Austin,2026-05-01,3.9
48017,Bailey,2026-05-01,3.8
48019,Bandera,2026-05-01,4.1
48021,Bastrop,2026-05-01,3.7
48023,Baylor,2026-05-01,2.8
48025,Bee,2026-05-01,4.8
48027,Bell,2026-05-01,4.8
48029,Bexar,2026-05-01,4.2
48031,Blanco,2026-05-01,3.7
48033,Borden,2026-05-01,4.5
48035,Bosque,2026-05-01,3.9
48037,Bowie,2026-05-01,4.2
48039,Brazoria,2026-05-01,4.7
48041,Brazos,2026-05-01,3.6
48043,Brewster,2026-05-01,2.8
48045,Briscoe,2026-05-01,3.2
48047,Brooks,2026-05-01,4.1
48049,Brown,2026-05-01,3.9
48051,Burleson,2026-05-01,3.5
48053,Burnet,2026-05-01,3.8
48055,Caldwell,2026-05-01,3.8
48057,Calhoun,2026-05-01,3.8
48059,Callahan,2026-05-01,3.3
48061,Cameron,2026-05-01,6.6
48063,Camp,2026-05-01,4.7
48065,Carson,2026-05-01,3.2
48067,Cass,2026-05-01,4.8
48069,Castro,2026-05-01,2.9
48071,Chambers,2026-05-01,5.1
48073,Cherokee,2026-05-01,4.4
48075,Childress,2026-05-01,2.6
48077,Clay,2026-05-01,3.8
48079,Cochran,2026-05-01,4.1
48081,Coke,2026-05-01,2.8
48083,Coleman,2026-05-01,3.9
48085,Collin,2026-05-01,4
48087,Collingsworth,2026-05-01,3.3
48089,Colorado,2026-05-01,3.8
48091,Comal,2026-05-01,3.9
48093,Comanche,2026-05-01,3.5
48095,Concho,2026-05-01,3.7
48097,Cooke,2026-05-01,3.3
48099,Coryell,2026-05-01,4.8
48101,Cottle,2026-05-01,1.7
48103,Crane,2026-05-01,2.9
48105,Crockett,2026-05-01,2.9
48107,Crosby,2026-05-01,3.9
48109,Culberson,2026-05-01,3.6
48111,Dallam,2026-05-01,2.7
48113,Dallas,2026-05-01,4.2
48115,Dawson,2026-05-01,4.2
48117,Deaf Smith,2026-05-01,3.7
48119,Delta,2026-05-01,4.2
48121,Denton,2026-05-01,3.8
48123,DeWitt,2026-05-01,4.8
48125,Dickens,2026-05-01,3.4
48127,Dimmit,2026-05-01,6.8
48129,Donley,2026-05-01,4.1
48131,Duval,2026-05-01,4.8
48133,Eastland,2026-05-01,5.9
48135,Ector,2026-05-01,3.9
48137,Edwards,2026-05-01,2.9
48139,Ellis,2026-05-01,3.9
48141,El Paso,2026-05-01,4.3
48143,Erath,2026-05-01,3.6
48145,Falls,2026-05-01,4
48147,Fannin,2026-05-01,3.9
48149,Fayette,2026-05-01,3.8
48151,Fisher,2026-05-01,3.1
48153,Floyd,2026-05-01,4
48155,Foard,2026-05-01,3.5
48157,Fort Bend,2026-05-01,4.5
48159,Franklin,2026-05-01,3.6
48161,Freestone,2026-05-01,4.6
48163,Frio,2026-05-01,5.1
48165,Gaines,2026-05-01,3.1
48167,Galveston,2026-05-01,4.6
48169,Garza,2026-05-01,4.9
48171,Gillespie,2026-05-01,3.1
48173,Glasscock,2026-05-01,2.5
48175,Goliad,2026-05-01,5.1
48177,Gonzales,2026-05-01,3.8
48179,Gray,2026-05-01,3.9
48181,Grayson,2026-05-01,4.1
48183,Gregg,2026-05-01,4.7
48185,Grimes,2026-05-01,4.4
48187,Guadalupe,2026-05-01,4
48189,Hale,2026-05-01,4.2
48191,Hall,2026-05-01,4.4
48193,Hamilton,2026-05-01,4.4
48195,Hansford,2026-05-01,3.9
48197,Hardeman,2026-05-01,3.3
48199,Hardin,2026-05-01,4.5
48201,Harris,2026-05-01,4.6
48203,Harrison,2026-05-01,4.5
48205,Hartley,2026-05-01,3
48207,Haskell,2026-05-01,4.1
48209,Hays,2026-05-01,3.6
48211,Hemphill,2026-05-01,4.6
48213,Henderson,2026-05-01,4.5
48215,Hidalgo,2026-05-01,6.1
48217,Hill,2026-05-01,4
48219,Hockley,2026-05-01,3.8
48221,Hood,2026-05-01,4.3
48223,Hopkins,2026-05-01,3.5
48225,Houston,2026-05-01,4.3
48227,Howard,2026-05-01,4.1
48229,Hudspeth,2026-05-01,4.1
48231,Hunt,2026-05-01,4.3
48233,Hutchinson,2026-05-01,4
48235,Irion,2026-05-01,4
48237,Jack,2026-05-01,5.3
48239,Jackson,2026-05-01,4.1
48241,Jasper,2026-05-01,5.8
48243,Jeff Davis,2026-05-01,4.4
48245,Jefferson,2026-05-01,5.8
48247,Jim Hogg,2026-05-01,4.4
48249,Jim Wells,2026-05-01,5.4
48251,Johnson,2026-05-01,3.7
48253,Jones,2026-05-01,3.4
48255,Karnes,2026-05-01,4.1
48257,Kaufman,2026-05-01,4.3
48259,Kendall,2026-05-01,3.6
48261,Kenedy,2026-05-01,8
48263,Kent,2026-05-01,3.9
48265,Kerr,2026-05-01,3.4
48267,Kimble,2026-05-01,3.8
48269,King,2026-05-01,2.3
48271,Kinney,2026-05-01,4.4
48273,Kleberg,2026-05-01,4.5
48275,Knox,2026-05-01,3.3
48277,Lamar,2026-05-01,4.6
48279,Lamb,2026-05-01,3.4
48281,Lampasas,2026-05-01,4.2
48283,La Salle,2026-05-01,4.4
48285,Lavaca,2026-05-01,3.4
48287,Lee,2026-05-01,3.5
48289,Leon,2026-05-01,3.7
48291,Liberty,2026-05-01,5.5
48293,Limestone,2026-05-01,4.2
48295,Lipscomb,2026-05-01,3.1
48297,Live Oak,2026-05-01,5
48299,Llano,2026-05-01,4
48301,Loving,2026-05-01,1
48303,Lubbock,2026-05-01,3.6
48305,Lynn,2026-05-01,3.3
48307,McCulloch,2026-05-01,4.9
48309,McLennan,2026-05-01,4
48311,McMullen,2026-05-01,5.4
48313,Madison,2026-05-01,4.4
48315,Marion,2026-05-01,5.6
48317,Martin,2026-05-01,2.9
48319,Mason,2026-05-01,3.6
48321,Matagorda,2026-05-01,5.6
48323,Maverick,2026-05-01,8.6
48325,Medina,2026-05-01,4.2
48327,Menard,2026-05-01,4.4
48329,Midland,2026-05-01,3.1
48331,Milam,2026-05-01,4.2
48333,Mills,2026-05-01,3.4
48335,Mitchell,2026-05-01,3.3
48337,Montague,2026-05-01,4.2
48339,Montgomery,2026-05-01,4.2
48341,Moore,2026-05-01,3.2
48343,Morris,2026-05-01,5.7
48345,Motley,2026-05-01,4.1
48347,Nacogdoches,2026-05-01,4.9
48349,Navarro,2026-05-01,4.8
48351,Newton,2026-05-01,6.1
48353,Nolan,2026-05-01,4
48355,Nueces,2026-05-01,4.3
48357,Ochiltree,2026-05-01,3.3
48359,Oldham,2026-05-01,3.2
48361,Orange,2026-05-01,4.9
48363,Palo Pinto,2026-05-01,3.9
48365,Panola,2026-05-01,4.9
48367,Parker,2026-05-01,3.5
48369,Parmer,2026-05-01,2.8
48371,Pecos,2026-05-01,4.5
48373,Polk,2026-05-01,4.9
48375,Potter,2026-05-01,4.2
48377,Presidio,2026-05-01,6.3
48379,Rains,2026-05-01,4.1
48381,Randall,2026-05-01,3
48383,Reagan,2026-05-01,4
48385,Real,2026-05-01,4.6
48387,Red River,2026-05-01,5
48389,Reeves,2026-05-01,3.6
48391,Refugio,2026-05-01,5.2
48393,Roberts,2026-05-01,4.4
48395,Robertson,2026-05-01,4.1
48397,Rockwall,2026-05-01,3.8
48399,Runnels,2026-05-01,3.5
48401,Rusk,2026-05-01,4.5
48403,Sabine,2026-05-01,6.8
48405,San Augustine,2026-05-01,5.2
48407,San Jacinto,2026-05-01,5
48409,San Patricio,2026-05-01,4.9
48411,San Saba,2026-05-01,4
48413,Schleicher,2026-05-01,4.4
48415,Scurry,2026-05-01,3.9
48417,Shackelford,2026-05-01,3.7
48419,Shelby,2026-05-01,4.9
48421,Sherman,2026-05-01,3.1
48423,Smith,2026-05-01,3.9
48425,Somervell,2026-05-01,4.3
48427,Starr,2026-05-01,8.8
48429,Stephens,2026-05-01,4.4
48431,Sterling,2026-05-01,3.4
48433,Stonewall,2026-05-01,2.4
48435,Sutton,2026-05-01,6.4
48437,Swisher,2026-05-01,4
48439,Tarrant,2026-05-01,4
48441,Taylor,2026-05-01,3.4
48443,Terrell,2026-05-01,3.6
48445,Terry,2026-05-01,4.3
48447,Throckmorton,2026-05-01,4.7
48449,Titus,2026-05-01,4.1
48451,Tom Green,2026-05-01,3.4
48453,Travis,2026-05-01,3.5
48455,Trinity,2026-05-01,5.5
48457,Tyler,2026-05-01,5.7
48459,Upshur,2026-05-01,4.4
48461,Upton,2026-05-01,1.9
48463,Uvalde,2026-05-01,4.5
48465,Val Verde,2026-05-01,6
48467,Van Zandt,2026-05-01,4.1
48469,Victoria,2026-05-01,4.2
48471,Walker,2026-05-01,4.4
48473,Waller,2026-05-01,5.4
48475,Ward,2026-05-01,3.8
48477,Washington,2026-05-01,3.8
48479,Webb,2026-05-01,4.5
48481,Wharton,2026-05-01,4.6
48483,Wheeler,2026-05-01,3.8
48485,Wichita,2026-05-01,3.8
48487,Wilbarger,2026-05-01,3.9
48489,Willacy,2026-05-01,6.8
48491,Williamson,2026-05-01,3.6
48493,Wilson,2026-05-01,3.9
48495,Winkler,2026-05-01,3.2
48497,Wise,2026-05-01,3.7
48499,Wood,2026-05-01,4.8
48501,Yoakum,2026-05-01,4.1
48503,Young,2026-05-01,3.4
48505,Zapata,2026-05-01,7
48507,Zavala,2026-05-01,6.4
48001,Anderson,2026-06-01,5.1
48003,Andrews,2026-06-01,3.9
48005,Angelina,2026-06-01,5.3
48007,Aransas,2026-06-01,5.4
48009,Archer,2026-06-01,4.1
48011,Armstrong,2026-06-01,3.9
48013,Atascosa,2026-06-01,5.2
48015,Austin,2026-06-01,4.5
48017,Bailey,2026-06-01,4.9
48019,Bandera,2026-06-01,4.8
48021,Bastrop,2026-06-01,4.4
48023,Baylor,2026-06-01,3.3
48025,Bee,2026-06-01,5.6
48027,Bell,2026-06-01,5.5
48029,Bexar,2026-06-01,4.8
48031,Blanco,2026-06-01,4.2
48033,Borden,2026-06-01,5.3
48035,Bosque,2026-06-01,4.6
48037,Bowie,2026-06-01,4.9
48039,Brazoria,2026-06-01,5.4
48041,Brazos,2026-06-01,4.3
48043,Brewster,2026-06-01,3.4
48045,Briscoe,2026-06-01,3.8
48047,Brooks,2026-06-01,5.4
48049,Brown,2026-06-01,4.8
48051,Burleson,2026-06-01,4.1
48053,Burnet,2026-06-01,4.3
48055,Caldwell,2026-06-01,4.5
48057,Calhoun,2026-06-01,4.5
48059,Callahan,2026-06-01,3.8
48061,Cameron,2026-06-01,7.3
48063,Camp,2026-06-01,5.6
48065,Carson,2026-06-01,3.7
48067,Cass,2026-06-01,5.7
48069,Castro,2026-06-01,3.4
48071,Chambers,2026-06-01,5.7
48073,Cherokee,2026-06-01,5
48075,Childress,2026-06-01,2.8
48077,Clay,2026-06-01,4.7
48079,Cochran,2026-06-01,5.1
48081,Coke,2026-06-01,3.1
48083,Coleman,2026-06-01,4.6
48085,Collin,2026-06-01,4.6
48087,Collingsworth,2026-06-01,3.7
48089,Colorado,2026-06-01,4.2
48091,Comal,2026-06-01,4.6
48093,Comanche,2026-06-01,3.9
48095,Concho,2026-06-01,4
48097,Cooke,2026-06-01,3.9
48099,Coryell,2026-06-01,5.5
48101,Cottle,2026-06-01,2.2
48103,Crane,2026-06-01,3.2
48105,Crockett,2026-06-01,3.5
48107,Crosby,2026-06-01,4.7
48109,Culberson,2026-06-01,4.2
48111,Dallam,2026-06-01,3.4
48113,Dallas,2026-06-01,4.8
48115,Dawson,2026-06-01,4.9
48117,Deaf Smith,2026-06-01,4.3
48119,Delta,2026-06-01,4.9
48121,Denton,2026-06-01,4.4
48123,DeWitt,2026-06-01,5.6
48125,Dickens,2026-06-01,3.9
48127,Dimmit,2026-06-01,8.4
48129,Donley,2026-06-01,5.2
48131,Duval,2026-06-01,5.6
48133,Eastland,2026-06-01,6.9
48135,Ector,2026-06-01,4.4
48137,Edwards,2026-06-01,3.9
48139,Ellis,2026-06-01,4.6
48141,El Paso,2026-06-01,4.9
48143,Erath,2026-06-01,4.4
48145,Falls,2026-06-01,4.5
48147,Fannin,2026-06-01,4.4
48149,Fayette,2026-06-01,4.6
48151,Fisher,2026-06-01,3.7
48153,Floyd,2026-06-01,4.5
48155,Foard,2026-06-01,3.7
48157,Fort Bend,2026-06-01,5.1
48159,Franklin,2026-06-01,4.6
48161,Freestone,2026-06-01,5.3
48163,Frio,2026-06-01,6.1
48165,Gaines,2026-06-01,3.7
48167,Galveston,2026-06-01,5.2
48169,Garza,2026-06-01,5.6
48171,Gillespie,2026-06-01,3.7
48173,Glasscock,2026-06-01,2.8
48175,Goliad,2026-06-01,6.1
48177,Gonzales,2026-06-01,4.4
48179,Gray,2026-06-01,4.3
48181,Grayson,2026-06-01,4.7
48183,Gregg,2026-06-01,5.3
48185,Grimes,2026-06-01,5.5
48187,Guadalupe,2026-06-01,4.7
48189,Hale,2026-06-01,5.4
48191,Hall,2026-06-01,5.1
48193,Hamilton,2026-06-01,5.5
48195,Hansford,2026-06-01,4.4
48197,Hardeman,2026-06-01,3.7
48199,Hardin,2026-06-01,5.2
48201,Harris,2026-06-01,5.2
48203,Harrison,2026-06-01,5.4
48205,Hartley,2026-06-01,3.9
48207,Haskell,2026-06-01,4.7
48209,Hays,2026-06-01,4.1
48211,Hemphill,2026-06-01,5.4
48213,Henderson,2026-06-01,5.3
48215,Hidalgo,2026-06-01,7
48217,Hill,2026-06-01,4.6
48219,Hockley,2026-06-01,4.5
48221,Hood,2026-06-01,5
48223,Hopkins,2026-06-01,4
48225,Houston,2026-06-01,5.3
48227,Howard,2026-06-01,5.1
48229,Hudspeth,2026-06-01,4.8
48231,Hunt,2026-06-01,4.9
48233,Hutchinson,2026-06-01,4.8
48235,Irion,2026-06-01,4.5
48237,Jack,2026-06-01,5.8
48239,Jackson,2026-06-01,5.1
48241,Jasper,2026-06-01,6.9
48243,Jeff Davis,2026-06-01,5
48245,Jefferson,2026-06-01,6.6
48247,Jim Hogg,2026-06-01,4.9
48249,Jim Wells,2026-06-01,6.3
48251,Johnson,2026-06-01,4.4
48253,Jones,2026-06-01,4.2
48255,Karnes,2026-06-01,4.7
48257,Kaufman,2026-06-01,5
48259,Kendall,2026-06-01,4.1
48261,Kenedy,2026-06-01,9.7
48263,Kent,2026-06-01,4.3
48265,Kerr,2026-06-01,3.9
48267,Kimble,2026-06-01,4.7
48269,King,2026-06-01,2.9
48271,Kinney,2026-06-01,4.9
48273,Kleberg,2026-06-01,5.5
48275,Knox,2026-06-01,4
48277,Lamar,2026-06-01,5.5
48279,Lamb,2026-06-01,4
48281,Lampasas,2026-06-01,5
48283,La Salle,2026-06-01,5.1
48285,Lavaca,2026-06-01,4
48287,Lee,2026-06-01,4.3
48289,Leon,2026-06-01,4.4
48291,Liberty,2026-06-01,6.5
48293,Limestone,2026-06-01,5
48295,Lipscomb,2026-06-01,3.7
48297,Live Oak,2026-06-01,5.8
48299,Llano,2026-06-01,4.6
48301,Loving,2026-06-01,1
48303,Lubbock,2026-06-01,4.5
48305,Lynn,2026-06-01,3.9
48307,McCulloch,2026-06-01,5.8
48309,McLennan,2026-06-01,4.6
48311,McMullen,2026-06-01,7.1
48313,Madison,2026-06-01,5.9
48315,Marion,2026-06-01,6.4
48317,Martin,2026-06-01,3.4
