as_of,us_ur,tx_ur,regional_avg_ur,county_count,andrews_ur,borden_ur,coke_ur,concho_ur,crane_ur,crockett_ur,dawson_ur,ector_ur,gaines_ur,glasscock_ur,howard_ur,irion_ur,kimble_ur,loving_ur,martin_ur,mason_ur,mcculloch_ur,menard_ur,midland_ur,pecos_ur,reagan_ur,reeves_ur,schleicher_ur,sterling_ur,sutton_ur,terrell_ur,tom_green_ur,upton_ur,ward_ur,winkler_ur,us_income,tx_income,regional_avg_income,andrews_income,borden_income,coke_income,concho_income,crane_income,crockett_income,dawson_income,ector_income,gaines_income,glasscock_income,howard_income,irion_income,kimble_income,loving_income,martin_income,mason_income,mcculloch_income,menard_income,midland_income,pecos_income,reagan_income,reeves_income,schleicher_income,sterling_income,sutton_income,terrell_income,tom_green_income,upton_income,ward_income,winkler_income
2026-08-11,4.1,4.4,4.2,30,3.9,5.3,3.1,4,3.2,3.5,4.9,4.4,3.7,2.8,5.1,4.5,4.7,1,3.4,4.2,5.8,4.8,3.6,5.1,4.9,4.3,5.2,3.8,7.5,4.3,3.9,2.2,4.1,3.7,73204,69823,80419,60201,136068,58295,44706,60776,70106,53016,62325,53425,140602,69048,87236,60025,220625,110411,63988,52532,52790,146414,50066,76277,85037,64587,74366,68978,65159,67584,96021,76133,85774
